Type;Cote;Disponibilité;Fond;Titre;Auteur;Date;Édition;Tome;Thème général;Thème particulier;Résumé;Recollage
Livre;FL 944 04 MAU;Empruntable;Local;Patriotes Et Crimes De Guerre En Vendée Militaire : Le district de Châtillon-Bressuire 1789-1799;MAUDET Xavier - AUMOND Bernard;2023;2;;Géographie et Histoire;Révolution de 1789;"«Qui sont les criminels de guerre ? Qui porte la responsabilité de la mort de centaines d'habitants du Bocage pendant les guerres de Vendée ? 230 ans après ces funestes événements, nommer avec certitude les commanditaires, ceux qui ont conduit à la mort les Blancs, rebelles contre-révolutionnaires et avec eux un nombre incalculable d'innocents, reste une gageure. Il faut se rendre à l'évidence ; des habitants de cette région comptent parmi les principaux exécutants des crimes de guerre commis dans les derniers mois de 1793 jusqu'en août 1794, soit près d'un an de terreur. Cette réalité se vérifie dans le bocage bressuirais. Preuves formelles à l'appui, l'action du tribunal révolutionnaire de Châtillon séant à Bressuire et ses affidés portent une responsabilité considérable dans l'extermination de gens de cette contrée. Le rôle central de cette institution, et de ses promoteurs, est l'objet de ce livre. L'identité des auteurs des crimes de guerre a été censurée avec méthode pendant plus de deux siècles. Auteure d'un monumental récit des guerres, notamment dans le Bocage, la marquise de La Rochejaquelein l'avoue ; il y a dans ses mémoires manuscrits « de grosses vérités qui ne sont pas bonnes à dire toutes crues ». Pour reprendre la déclaration du député Lofficial à la tribune de la Convention nationale en 1794, le temps de tout dire est arrivé.»";
Livre;FL 944 041 ROY;Empruntable;Local;Vivre En Vendée Pendant La Révolution Saint-Laurent-Sur-Sèvre 1789-1799;ROY Claude - RAYMOND Bernard;1994;1;;Géographie et Histoire;Révolution de 1789-1792;Ce livre est une histoire chronologique complète de la paroisse de Saint-Laurent-sur-Sèvre pendant la période révolutionnaire (1789-1799). A travers l'histoire de la petite Loubette, l'auteur nous fait revivre le quotidien des Saint-Laurentais sous la Terreur.;
Livre;FL 944 044 AUG;Empruntable;Local;Vendéens Et Républicains Dans La Guerre De Vendée TOME 2;AUGRIS Frédéric;1993;1;II;Géographie et Histoire;Terreur 1793-1794;Biographies - Les combattants vendéens par armée - Les armées républicaines en Vendée - Quelques tombes de vendéens et républicains - Sources et Références.;
Livre;FL 944 044 BEJ;Empruntable;Local;Souvenirs Vendéens;BÉJARRY Amédée de;1981;1;;Géographie et Histoire;Terreur 1793-1794;"""Dans son livre Amédée de Béjarry nous donne un des rares témoignage d'acteur de toute la guerre de Vendée. Il s'engage dès mars 1793 aux côtés de Royrand, à la tête de l'Armée du Centre, s'illustre à la bataille de Pont-Charrault où périt Sapinaud le 25 juillet, et à celle de Luçon le 14 août. Après la défaite de Cholet, Béjarry demeure dans les rangs de la Grande Armée Catholique et Royale tout au long de la tragique virée de Galerne. Par deux fois il faillit laisser la vie, lors du désastre du Mans et pendant sa traversée de la Loire à la nage. Rentré clandestinement en Vendée, Béjarry parvient à rallier Charette qui lui confie, en janvier 1795, les négociations en vue du traité de paix de la Jaunaye. Il reste le dernier à capituler en 1796, six mois après la mort de Charette. Il meurt en 1844, laissant quantité de notes et de documents que son petit-fils réunit dans ces mémoires, publiés en 1884 à seulement 350 exemplaires. Le texte du livre est complété de nombreuses pièces annexes, biographies d'officiers méconnus, de récits de combats, de lettres, et du martyrologe complet des Lucs-sur-Boulogne comprenant près de 500 noms de victimes du massacre du 28 janvier 1794.""";
Livre;FL 944 044 BIL;Empruntable;Local;1793 La Guerre Au Bocage Vendéen;BILLAUD A. Chanoine - HERBAUGES Jean d';1960;1;;Géographie et Histoire;Terreur 1793-1794;"L'ouvrage décrit les principaux faits de la révolte des paysans du bocage vendéen. Ils se soulèvent à partir de mars 1793 et sous l'autorité de chefs issus du peuple et de la noblesse, une armée catholique et royaliste se forme.
L'armée républicaine envoyée par la Convention échoue contre un adversaire armé de faux et de bâtons qui se dilue dans le bocage. Cette guerre civile opposant les Républicains (Bleus) aux Royalistes (Blancs) qui s'est déclenchée dans un premier temps comme une jacquerie paysanne, a pris par la suite la forme d'un mouvement contre-révolutionnaire.";
Livre;FL 944 044 BOU;Empruntable;Local;Les Chouans Au Nom Du Christ-Roi;BOURRE Jean-Paul;1989;1;;Géographie et Histoire;Terreur 1793-1794;L'auteur retrace l'épopée des chefs Vendéens et Chouans. Ils ont pour nom Lescure, d'Elbée, Henri de la Rochejaquelein, Cadet Rousselle, le chevalier de Tinteniac - surnommé le Loup Blanc -, Jacques Cathelineau.;
Livre;FL 944 044 CHA;Empruntable;Local;"Cholet Et Ses Habitants ""Au Temps De La Grand'Guerre""";CHAMBIRON Christian;2002;1;;Géographie et Histoire;Terreur 1793-1794;Ce livre, à partir de documents d'époque, retrace la vie de Cholet et de ses habitants au temps de la guerre de Vendée en 1793-1794. Il est illustré de dessins, graphiques, tableaux, cartes basés sur ces documents. En fin de livre se trouve une liste des Choletais victimes de ce conflit.;
Livre;FL 944 044 CHI;Empruntable;Local;La Vendée En Armes TOME 1;CHIAPPE Jean-François;1982;1;;Géographie et Histoire;Terreur 1793-1794;« À travers quelques-uns des personnages les plus fascinants de cette aventure titanesque - et, tout d’abord, M. de Bonchamps, l’officier modèle devenu général de guerre civile, et le Prince de Talmont, diable à quatre, dont l’action permettra la réunion de la Grande Armée et de la première Chouannerie - Jean-François Chiappe montre comment Blancs et Bleus se sont battus pour une conception différente de la liberté. Si l’anecdote trouve sa place, si l’histoire-bataille et l’histoire-traité restent à l’honneur, les analyses psychologiques, économiques et sociales rendent au sujet sa vérité, son ampleur et son actualité.»;
Livre;FL 944 044 GER;Empruntable;Local;La Vendée 1789-1793;GÉRARD Alain;1992;1;;Géographie et Histoire;Terreur 1793-1794;« En Vendée, les paysans inventèrent une guerre éminemment populaire, très éloignée des conceptions de ceux qui s’efforcèrent de les commander ou d’imposer un programme réactionnaire. Chez les Républicains, l’aveuglement idéologique contraria sans cesse l’efficacité prônée par les militaires. Mais les cruautés réciproques ne sauraient faire oublier que seul le camp républicain s’affranchit des repères moraux, en exécutant systématiquement les prisonniers et en massacrant la population.»;
Livre;FL 944 044 GRE;Empruntable;Local;La Bataille D'Entrammes : première bataille de la Virée de Galerne;GRÉAU Pierre;2007;1;;Géographie et Histoire;Terreur 1793-1794;"« Quelques jours seulement après l'arrivée de l'armée vendéenne, le samedi 26 octobre 1793, à la lisière sud des landes de la Croix-Bataille, l'avant-garde mayençaise du général de Beaupuy se heurtait aux premiers éléments de l'armée catholique et royale de Vendée renforcée deux jours plus tôt par les chouans de Jean Cottereau.
Ce fut le début de la bataille d'Entrammes, commune située à une dizaine de kilomètres au sud de Laval, qui se termina le soir, vingt-deux kilomètres encore plus au sud, à Château-Gontier, par une totale victoire vendéenne sur l'armée de l'Ouest, commandée par le général L'Échelle, à laquelle appartenaient la division de Mayence du général Kléber et la division du général Chalbos.
À la fin de l'ouvrage, le lecteur trouvera les listes non exhaustives des combattants républicains et royalistes ayant participé à cette bataille mémorable qui permit aux vainqueurs de poursuivre leur périple vers Granville.»";
Livre;FL 944 044 GRE;Empruntable;Local;La Virée De Galerne;GRÉAU Pierre;2012;1;;Géographie et Histoire;Terreur 1793-1794;"« Cette période reste le parent pauvre des guerres de Vendée. Parce que guerre civile, le sujet a été peu étudié, alors qu’il ne manque pas un bouton de guêtre aux campagnes aux frontières de 1792 et 1795. Les chronologies, souvent inexactes, ne retiennent que les échecs des sièges de Granville et d’Angers, la défaite du Mans et l’extermination de Savenay comme l’aboutissement logique d’une migration irraisonnée et suicidaire. 15 ans de recherches. Au lieu de reprendre les récits des mémorialistes et les études des historiens et érudits du XIXe siècle, j'ai voulu baser cette histoire de la virée de Galerne sur des documents contemporains. J'ai relevé ceux du Service Historique de la Défense, désormais classés, numérisés et en ligne sur le site des Archives départementales de la Vendée ; ceux des Archives nationales, des Affaires Étrangères, des Archives de la Préfecture de Police, des Archives départementales de la Vendée militaire et des départements traversés par l'Armée Catholique et Royale ; et les manuscrits de la British Library et des National Archives à Londres. J'ai puisé également dans les archives privées des châteaux de Launay-Villiers en Mayenne, et de La Haye-Saint-Hilaire en Ille-et-Vilaine. À partir de cette quête documentaire qui a duré une quinzaine d'années, j'ai pu renouveler la question des raisons du franchissement de la Loire et mettre en lumière la réalité de l'expédition anglaise de Lord Moira, la sécession du prince de Talmond, et la participation effective des départements à la virée de Galerne. 3000 noms de vendéens. Afin de mettre des noms sur les visages des combattants d'Outre-Loire, j'ai dépouillé les listes, les états et les dossiers individuels de pensions ou de secours établis entre 1814 et 1832, conservés aux Archives départementales et au Service Historique de la Défense. La troisième partie de ce livre contient les 2 937 noms des vétérans et des veuves qui ont fait l'Outre-Loire. Le lecteur y trouvera peut-être ses ancêtres et le généalogiste des pistes intéressantes. » Pierre Gréau";
Livre;FL 944 044 LEN;Empruntable;Local;Les Réfugiés Des Guerres De Vendée De 1793 À 1796;LENNE Guy-Marie;2003;1;;Géographie et Histoire;Terreur 1793-1794;«Mars 1793, le soulèvement des ''Vendéens'' contre la République marque le début d'une guerre sanglante qui a laissé des traces profondes dans la mémoire des hommes de l'Ouest français et alimenté des recherches aussi nombreuses que passionnées, voire passionnelles. Les évènements ne prêtent plus guère aujourd'hui à débat. Combattants ''Blancs'' et ''Bleus'' sont maintenant bien connus. Plusieurs dizaines de milliers de « Vendéens » ont cependant échappé aux investigations de l'histoire. Sortis de la région insurgée, ils furent des ''réfugiés de la Vendée''. Qui sont ces hommes et ces femmes ? Pourquoi les historiens ne les ont-ils pas retenus dans leur champ d'étude ? Quelles motivations les ont poussés à quitter la ''Vendée'' ? Où sont-ils allés ? Quelles furent leurs conditions de survie ? Nourri d'archives en grande partie inexplorées, ce travail ouvre un des derniers grands chantiers de recherche sur les guerres de « Vendée ». Il entend rendre sa place dans l'histoire à une population aussi diverse socialement que complexe, politiquement « patriotes » pour les uns, « brigands » pour les autres. Les réfugiés deviennent « mitoyens » aux yeux de représentants du peuple qui s'en méfient. Ballottés au gré des arrêtés qui les éloignent de la périphérie de la région insurgée, les réfugiés vont traîner leur misère sur toutes les routes de l'Ouest de la France. Ils ne devront bien souvent leur salut qu'à leur acharnement à survivre plus qu'aux efforts jamais démentis des autorités patriotes à leur porter assistance.»;
Livre;FL 944 044 PET;Empruntable;Local;La Vendée Et Les Vendéens;PETITFRÈRE Claude;1981;1;;Géographie et Histoire;Terreur 1793-1794;""" Comprendre la Vendée, c'est admettre une complexité de motivations et de déceptions spécifiques au bocage, à la mesure des espérances mises en 1789 dans la réunion des États généraux. Les paysans, majoritaires, paient finalement plus d'impôts que sous l'Ancien Régime, et, locataires de leur terre ou journaliers, ne peuvent acquérir de biens nationaux. Les artisans, fils de paysans, sont pris en tenailles entre la hausse catastrophique des prix alimentaires, la chute des commandes et la désorganisation de l'économie au début de la Révolution. Dans un pays d'habitat dispersé et d'individualisme agraire, la communauté rurale, c'est la paroisse, c'est le prêtre qui a le monopole de l'instruction. 0r voilà que Ia ville s'en mêle, avec la Constitution civile du clergé. Car le grand ennemi devient très vite le bourgeois, lui aussi roturier, mais désormais acquéreur des terres, âpre au rendement, occupant de toutes les places et de tous les nouveaux pouvoirs : garde national, juge, percepteur, maire, administrateur du district. Quitte à mourir les armes à la main, mieux vaut que ce soit pour son petit ""pays"" que pour la Nation qui n'a pas tenu ses promesses. C'est alors que les intérêts et les conflits sociaux trouvent à se draper dans la défense de la foi et du roi, dès lors que l'aristocratie propose l'encadrement miIitaire.""";
Livre;FL 944 044 TIL;Archivé;Local;La Vendée Révolution Et Contre-Révolution;TILLY Charles;1970;1;;Géographie et Histoire;Terreur 1793-1794;"Collection : « L’histoire sans frontière »
Charles Tilly étudie les causes de l’insurrection vendéenne de 1793. Il met en relief le contraste entre le Val de Loire anciennement urbanisé et économiquement développé, pays de petits propriétaires vignerons, et le plateau des Mauges, « région d’agriculture retardataire », dominée par l’organisation paroissiale et le lien seigneurial , où l’urbanisation et le développement de l’industrie textile est nouvellement acquis.";
Livre;FL 944 044 VAL;Empruntable;Local;Autopsie D'Un Massacre, Les Journées Des 21 Et 22 Mars 1793 À La Rochelle;VALIN Claudy;1992;1;;Géographie et Histoire;Terreur 1793-1794;"""Ce livre, issu d'un DEA, s'intéresse à un évènement de la micro-histoire révolutionnaire. Les journées du 21 et 22 mars 1793 virent la mise à mort dans la furie populaire d'ecclésiastiques emprisonnés, deux jours après que les gardes nationaux de la Rochelle commandés par le général Marcé aient subi une lourde défaite au Pont Charrault face aux insurgés vendéens.
 Dans un contexte très compliqué, puisque les autorités différentes s'affrontent et rivalisent, des scènes de tuerie ont lieu, reflétant tout à la fois des pulsions violentes, des haines régionales, des colères politiques, des inquiétudes globales.""";
Livre;FL 944 044 VAL;Empruntable;Local;La Rochelle - La Vendée Révolution Et Contre-Révolution 1793;VALIN Claudy;1997;1;;Géographie et Histoire;Terreur 1793-1794;"« Ce livre est la publication partielle et remaniée d'une thèse soutenue à l'Université de Rouen en 1994. La matière est divisée en quatre parties principales :
- l'économique et le social à La Rochelle à la veille de 1789 
- la Révolution en mouvement 
- La Rochelle face à la Vendée, consacrée à l'année 1793 
- la guerre de Vendée et la crise révolutionnaire 
L'auteur offre un travail sur les processus de mise en œuvre de la Terreur dans une « ville-frontière » à plusieurs titres : frontière maritime, elle était ouverte sur l'océan et sous la menace constante d'un débarquement anglais ; frontière terrestre, elle était un « bastion républicain » face à un arrière-pays presque totalement aux mains des royalistes vendéens.
L'ouvrage se termine sur la période post-thermidorienne. »";
